,author,stars,date,text
74,Jasen M.,"Great place to get good ramen at a great price. Friendly staff and food is always hot and fresh. Dining area is relativity small but clean. Menu has a great selection and variety. Sushi portions are relatively small.
",2017-11-09,4.0
75,Laufey A.,"It tastes good...BUT the rolls are INCREDIBLY small, and they gave me the wrong one,if not ones....i was the only person there and it took then 20+ minutes to make it...literally....it was supposed to be the amigos roll and the tiger...definitely not the tiger ! Wish i would have looked prior to leaving $27 i should have kept
",2018-01-25,2.0
76,Jim M.,"For the price it was great food and excellent delivery on EAT24! Delivery was early, polite and would not take an extra tip!
",2017-03-16,5.0
77,Paulina T.,"Ordered beef ramen, lion king sushi, and gyoza.

The sushi and gyoza were average, nothing to rave about but also nothing to complain about. The ramen, however, makes this place deserve 2 stars. It came with corn, so that's a plus. But the ramen really tasted like top ramen broth or had so much msg! Not sure which one, could be both.
",2017-04-15,2.0
78,Marisa R.,"Ordered for takeout. The Albacore Tataki was really flavorful and delicious however the Chicken Ramen Soup was fairly bland and the chicken was chewy (bleh). I'd try this place again for the sushi but would definitely pass on the ramen.
",2018-01-05,4.0
79,Yue G.,"Sooo In love with the tantan Ramen . Definitely will come back. Recommend to everyone
",2018-03-29,5.0
80,Tylor L.,"If you eat (relatively) good sushi often, don't order any here. Their rice is far too dense/tough to chew. They also put too much rice in each roll which compounds their bad rice problem.

I can't speak for the ramen, but my review is for the sushi. I believe it was two star quality. Filling but not enjoyable. To be honest, I've bought better sushi at Safeway.
",2017-01-02,2.0
81,Edward H.,"Me and cousin in town for a concert and she wanted sushi and i looked on yelp and got this place. Raman was the best mine was super sipcy. Sushi was awesome. Evertbing bere was great.
Please go here to eat when hungry.
",2017-04-26,5.0
82,Nolena A.,"Food was really good.  Nice and fresh, and the ramen was amazing.  First time having real ramen and I really enjoyed it.
",2018-10-28,5.0
83,Pamela B.,"Was in SF for a conference, and was forced to order from here as they were close to my hotel & still open/delivering at 9:30pm on a weeknight

Ordered a spicy tuna roll, Philadelphia roll, hamachi roll w/ lime and an order of escolar nigiri.

Took over an hour for delivery.   Strike one.

The spicy tuna was somehow watery?  Obviously the tuna was frozen and improperly defrosted.  The roll was cut unevenly, 6 or so thin pieces and one random large end piece?  Strike two.

Philadelphia roll had a tiny sliver of cream cheese.  I remember the order form prompting an additional $.50 charge for cream cheese although obviously Philly roll requires it.  Who skimps on cream cheese?  Strike three not even swinging on a lob down the middle.

The hamachi roll was basically inedible and the nigiri was a thing that existed.  Anyway we're out already so no point in elaborating.  I guess I deserved it for ordering from a place that serves both sushi and ramen.
",2017-05-19,1.0
84,Shelley C.,"We came with a restaurant.com coupon that's $25 off $50, which made the check easier to stomach and allowed us to try way more food. We ended up getting DJ Roll, Sushi Combo F (5 pieces of sushi +  2 pieces of nigiri), and an avocado roll platter with tempura and salad.  They all met expectations! The price was between $13 - $16 per dish, which is why I'd recommend getting a coupon to come. To reach $50, we bought miso soup and wakame salad (seaweed salad: $4) for appetizers and ended with cookies and cream dessert.

The atmosphere felt very rustic and Asian, and the dim lighting gave it a relaxing ambience. But, get a coupon!
",2016-04-10,4.0
85,Zoe L.,"Got a Groupon deal so tried it out. Food is good but not the best, there are so many amazing ramen places around. Lacks flavor but still a satisfying and good meal. Would recommend. They regularly do promos like I saw an offer to do a yelp check in and get a soda, and offers so i would say take advantage and try it, you might like it!
",2017-04-14,4.0
86,William H.,"Excellent sushi and food+decent customer service, tried their fried gyoza and Lion King roll(baked sushi) both really good! Coming back for an other visit! Also check out Groupon for some of their deals!
",2017-10-02,5.0
87,Julia M.,"I'm so happy we found this place! It's a hole in the wall (and the exterior and interior are not very appealing) but the food was awesome! They have an amazing happy hour!!! We had the gyoza, one of the pork ramens and the Giant roll. The gyoza was nothing special but the ramen and the Giant roll were amazing!!!!!

I highly recommend this place for some quick, cheap sushi
",2017-05-03,4.0
88,Mike D.,"Ordered delivery, I had the chicken ramen. As someone who usually likes spicy food it was way too spicy and I had asked for mild. 

I also had the tuna poke. It tasted great and the chips they put the poke on is funny but delicious.
",2017-03-05,3.0
89,Melanie D.,"Good chirashi bowl for cheap. And it came with miso and seaweed salad. My feeling when people rate places like this low is that they probably ordered things that are generally horrible everywhere (non traditional ramen, cheap sushi etc) because the good stuff here tastes good
",2018-03-23,5.0
90,Susannah H.,"This is the second time I've been here and have really liked the sushi I've had here! Quick service and nice employees. Their dragon roll is really good- I recommend it. We also ordered the dynamite and thought it was good!
",2017-04-22,4.0
91,Teddy S.,"Thought the 3-star review is a little low. Ramen was perfectly solid, though there was no one else in the restaurant on a Sunday evening. Good value -- $10 per bowl.

Nothing to write home about but a dependable option if in the neighborhood.
",2016-11-20,4.0
92,Nikky L.,"I've been in the industry for 10 years and would never complain about something unless it was justified. The sushi roll I got was pretty decent, the ramen was not. Noodles were hard and clumped together and the soup was cold. And I love ramen. Kind of a rough ending to my birthday night
",2018-05-08,2.0
93,Ellejah B.,"Got the pork belly ramen and takoyaki though UberEats. Love the way it was package  (soup in a soup container and the ramen and extras in a takeout plastic container). A bike deliver met me in front of my hotel and the food was still a decent warmth. The broth was super yummy and the batter for the Takoyaki was awesome. Great for anyone on a business trip who wants to stay in for dinner.
",2017-05-04,5.0
94,Anthony B N.,"I bought a Groupon voucher which is ""$40 Value Toward Food and Drink for Four or More People."" Today, I went with two family members to the restaurant. The waitress told me that I cannot use it because I have three people, not four. I explained that the voucher should be treated like cash, for $40 value. However, she still insisted that they would not allow us to use it. What a nonsense thing that I had to deal with. Even after I said that my wife is pregnant that could make us a team of four, she still said the voucher was not going to be honored.

We were so hungry at the time so we decided to give this restaurant a chance by paying cash. However, the food was mediocre. We ordered the Tan Tan ramen, tempura ramen. The ramen was very salty. 

In the nutshell, bad customer services and mediocre food.
",2016-08-20,1.0
95,Albert A.,"This is my review for my dinner the other night, Friday, August 25th.
Learned that this was one of the Top 10 Best Sushi Restaurants in San Francisco, which was impressive.  First off, parking is horrendous here.  I suggest getting an Uber/Lyft coming here.
I ordered a Super California Roll and the Spicy Miso Ramen...my ramen took about 10-15 mins to come and the sushi came another 15 mins after that.  Finished my cup of water before the first batch of food came and never got my drink filled again.  Gotta tell you, it was quite the challenge to eat ramen and sushi (dipped in soy sauce & wasabi) without drinking anything! The next time I saw my waitress after serving my food was to hand me the bill.  Not one time did she asked me if I was okay, if I needed anything else, etc.  Paid in cash and the waitress never gave me my change.  Which was cool, I am not gonna make a big deal out of a few dollars, but the decision to tip was taken away from me, and on top of that, upon leaving, the waitress that ""helped"" me all night never thanked me in some form for my business! 

Ramen was delicious, but the sushi was deep fried to death.
Goes to show you that having the best food in town means absolutely nothing when you have staff that couldn't interact with customers to begin with! I wont necessarily stay away from this place, but I wouldn't jump through hoops and the traffic in the city to come here again. 
2/5 stars is generous in my book, considering the bad service and being dehydrated to an inch of my life after the long walk to my car for water.
",2017-08-28,2.0
96,Lennie G.,"OMG if you order delivery from this place be prepared to wait more than an hour and a half for your food to come. I ordered during lunchtime at around 11:50am and my food came at 1:30pm. When I called the restaurant to find out where my order was all the guy said was it's on  the way and hung up on me. Hella rude.. Never ordering delivery from here again
",2017-10-16,1.0
97,Travis N.,"Ordered the chicken teriyaki with miso soup through meal pal from this restaurant. I enjoyed the food a lot - the portions were fair and I would definitely come back to try other things.
",2018-06-28,5.0
98,Linh D.,"Long wait. Ramen overcooked. Instant ramen noodles taste even better than this place. Place smells like old rotten wood. Not a comfortable atmosphere to dine in.
",2017-09-03,1.0
99,Kevin N.,"Waited double the estimated delivery time for food, and by the time it arrived, the sushi was too warm and the tonkatsu was not crispy from the steam inside the plastic bento. Everything tasted alright, but was a bit bland, from the salad to the miso soup to the sushi and tonkatsu. Wouldn't recommend for delivery, but maybe in store will be slightly better.
",2017-09-11,2.0
100,Anna R.,"I had a pretty awful experience ordering from this place. They took a very long time to deliver, when I called and asked for an update on ETA, it was obvious they forgot to send my order out. When they got here, the driver was pretty rude and yelled at me over tip. Additionally my soup and edamame were cold and my sushi was warm. There were also weird small plastic pieces in my miso soup and bones in the salmon. Bummer to say the least.
",2017-08-16,1.0
101,Darlene G.,"This is horrible I paid $34 for 24 pieces of sashimi that were half pieces ... Then they tried to tell me on the phone this was a regular order .... It was basically 12 pieces cut in half to make 24!!!! Never again
",2016-12-19,1.0
102,drew n.,"It's not gourmet sushi but it's efficient and great flavor bang for your buck.
",2017-12-09,4.0
103,Julie T.,"I came in a few times through MealPal orders. I probably wouldn't have found this place otherwise. The service at this restaurant is really subpar. I always wait several minutes before someone shows up to greet me. It is very strange that it is completely empty at noon. Then I wait quite a few minutes for my order which is supposed to be preordered and ready to go. I guess the assumption is the make it fresh when I arrive. But the ramen noodles are completely lumped together as if they have been sitting around for a long time. They r inseparable I just eat them pretty much in that lump. I will never order from this place again
",2018-01-25,2.0
104,M. I.,"My reviews keep going to the ""Not Recommended"" section. Please read what I had to share in my previous review. Poor service really goes a long way. I certainly hope that the service improves.
",2018-05-20,1.0
105,Mayara L.,"I had ramen and it was the worst I've ever had it. My friend had a sushi roll and loved it. I guess I was not lucky.
",2018-02-26,2.0
106,Sierra H.,"My boyfriend and I ate here for a nice little date night out in the city. We were CRAVING sushi and we wanted to try a place in the city that we have never been before. We walk in and there is absolutely no one in the restaurant. IN MY OPINION, this is never usually a good sign and I should have trusted my instinct. First of all, we were being taken over at our table by FLIES and GNATS. Seriously?! I had to fight these bugs while trying to enjoy my miso soup. Next, I ordered the bento box which was pretty good despite its small size. One thing I should stop doing, is comparing San Francisco food to food that I can get in any other city for a better price and an actual ADULT SIZE. 

My chicken bento box was pretty small and it kinda pissed me off for the money that I spent on it. Next, we ordered about five rolls of sushi that were pretty good. It all came up to $67 in which I could have totally got the same thing somewhere close to home (Fairfield) for waaaay cheaper. Again, seriously? All the while, I'm fighting flies, gnats & ANTS on my table. One fly had the nerve to land it's little ass on my sushi! I was completely done with this place after that! Definitely not worth almost $70!!!
",2016-06-03,2.0
107,Ashley M.,"Ordered delivery. Wasn't terrible but also wasn't amazing. I'd probably eat it again but it wasn't anything to write home about. 

Sidenote: It was a bit odd that they gave me a free miss soup with no spoon.
",2016-08-29,3.0
108,Erica F.,"i ordered this ramen through doordash, and it looked so good in the bowl! but there was basically no flavor to the broth and noodles. should have asked for some soy sauce! i got the spicy tan tan ramen, it was not spicy at all. luckily, i also got kimchi with it so, i got a bit of flavor. maybe this place isn't known for ramen, but it has it in its name! and i know i ordered it to go, but the noodles came really super congealed. never had a problem with other ramen places before. oh well!
",2018-08-25,2.0
109,Chenqi Cao J.,"love there~~~~~~~~I have order a lot time delivery from here, and I came here today, they have daily special, only 10$ per roll, that's sound nice, but I am very like the 49er roll.
",2017-08-03,5.0
110,Adam C.,"I was surprised I found this restaurant. The food was pretty amazing. I ordered Pink Lady Roll (my wife love this name), Spider Roll, Veggie Tempura Roll, Alaska Roll and 49er Roll.

It was delivered early than I thought. When I saw the box I was wondering why there are only two small boxes. However, when I open the boxes, all five rolls set up perfect. my wife was so excited about Pink Lady Roll. It looks like the pinky heart. ""Cutest sushi I have never seen before"" that's what she said.

Overall it was nice experience to have food in this restaurant.
",2016-05-17,5.0
111,Igor G.,"I was in town for the weekend and after a while of roaming the town I was looking for some sushi, I heard San Francisco has some great locations so I decided to stop by this one and it did not disappoint! I was promptly seated and sushi was delicious and fresh, also good prices and good location with street parking.
",2018-04-12,5.0
112,锐锋,"Came here for late night sushi crave, and they have a lot of selections here. Not just simply fresh sashimi sushi, they do have great GRILL SQUID!!! I'm surprised they serve different small plates and yummy appetizers here, must come here for the grill squid, lamb chops and mussels!! Great pair with sake and cold beers!
",2016-09-12,5.0
113,Fathi R.,"Excellent food ,as I am fun of Japanese food ,i went to Japan many time ,it exactly remind me what I eat while I was in japan .I absolutely recommend it .
",2017-05-03,5.0
114,Anjelica H.,"Love this place , great sushi and the happy hour is fun for sake bombs . The ramen is just as good as the sushi so this place is just great especially because there isn't to many good sushi spots in the area that aren't overly priced
",2017-08-26,5.0
115,Molly M.,"Wow! Oh. Em. Gee! This place is amazing! Grade A Delicious! With a capital Grade A! Service was aight
",2017-04-20,5.0
116,Jamie F.,"Love their sushi!!! Super friendly staff! My favorite roll is the hamachi and lime roll! And their ramen is amazing! Broth is very flavorful! 

:)
",2016-06-09,5.0
117,Allison C.,"I'm in North Beach often and I absolutely love going in to Dj Sushi. I love their sushi and Jenny always takes care of us. Everyone their is so kind and work so hard to have a great restaurant. I highly recommend going in, don't listen to all these snobby reviews. Get the double hamachi roll, hot summer, and the dj. So damn good!
",2017-07-01,5.0
118,Judaea K.,"This place was relatively decent, but honestly I've had better omakase.  It did it's job, but it didn't stick with me like some other sushi places I've been, especially ones offering chef's choice omakase.  It didn't seem like it was prepared with the kind of care I've seen many sushi chefs show in the past.  Also, they really need to do something about the leaky sink.
",2017-08-03,3.0
119,Julio A.,"Place is small but nice , waitress is nice and people look friendly . Attended us quick and they played great music !
",2017-06-23,5.0
120,Liying H.,"Not worth the price. The fish is not fresh and the roll is way too small to compare to other restaurants I have eaten before. The ramen is ok though.
",2017-01-31,2.0
121,Malina M.,"I live in the neighborhood and order ramen all the time! So yummy and I have high ramen standards 
Definitely recommend !
",2016-03-19,5.0
122,Mark K.,"Ordered through Amazon Prime Now and the food came very fast (one star for the prompt delivery). Problem is, food was crappy. I ordered sashimi and nigiri. The fish wasn't fresh at all. Seems like it was frozen at one point. Was bleeding into the food tray. Portions were pitifully tiny (especially the nigiri which was a joke). Extremely overpriced for what you get. Won't be back and I hope you don't make the same mistake. Nearly $30 order that left me hungry and dissatisfied. At least I'm enjoying my Diet Coke.
",2017-01-04,1.0
123,Ria S.,"We chose to have sushi & ramen delivered instead of room service, it was delivered earlier than we thought & tasted so good, so happy we found this place, definitely recommended for anyone visiting SF!
",2016-07-05,5.0
124,becky c.,"A new restaurant located at Chinatown, foods are good to try. Nice people , good attitude. The garlic spicy Edamame is a must, it taste awesome. Although they don't have too many choice of sashimi, the ones they have are fresh . Especially the seared salmon toro, taste really good. It's good ethic aspect, cuz not much people know about the restaurant for now, they don't order too much fish because they want to ensure customers can eat fresh sashimi. They also have ramen on menu, not bad. Give it a try .
",2016-03-30,4.0
125,Zubin Z.,"its my first time to write a yelp review, and its because this restaurant worth a try, worth your time!
i've ordered chicken skewers, spicy garlic edamame as appetizer. chicken skewers are pair well with my hot sake, spicy garlic edamame is a new try to me, cuz i have never try this special one（usually its the regular one with salt). i actually love this spicy one! 
omakase with daily special nigiri is a great combo for one person, fresh and great taste!
overall, this is a worth trying restaurant, i like it very much and would love to come back with friends.
",2016-03-14,5.0
126,Patrick K.,"Ordered the salmon Kama special and it took an embarrassing 40 mins to make. It was tasty, but definitely not worth 40 min wait, and there were barely enough scraps of meat on it to justify calling it a meal. Mostly composed of bones and salmon skin with a side of greens and rice.
",2017-12-18,2.0
127,Christine M.,"The ramen was not great at all!! Don't recommend these place!! If you want an appetizer it's an ok place. But for food wise I don't think this is the place the food is spicy but with no flavor in the ramen.
",2016-11-20,1.0
128,Vivian P.,"We were a little weary coming here after reading some of the reviews having bought a Groupon. I will say though we were thoroughly pleased with our visit. We arrived a few minutes before opening, and so we just walked around the block waiting for them to open. Once the doors were open, we went right in and were seated immediately. We both knew we wanted Ramen so I did the Pork Belly and Hubby did the Tonkatsu - both in spicy. For a chilly day in SF, it was PERFECT. The flavors were rich and intense and all in all - very delicious. We were pleased! Even though we were there during Happy Hour, we were not allowed Happy Hour prices due to the Groupon - no biggie. 2 Ramens ($10 each plus 1 large beer), ended up being about $33 out the door including tax and tip (so $20 on the groupon and $13 on the credit card). Not too bad for SF - plus a bonus they take Discover Card. We'd be back! The groupon sealed the deal :)
",2016-06-13,5.0
129,Rolando R.,"fire alret! this place is bomb! dynamite role is by far the best! again fire!!! i said firrrrrreeee!!
",2017-12-20,5.0
130,Mimi B.,"I came in with a group of friends and we agreed that the broth and service was good, but the temperature of the broth was warm.
",2017-01-07,3.0
131,Derrick W.,"Mediocre food with low quality fish. They try to charge as much as other high-quality sushi restaurants, so not only is it the food very mediocre, but the price is high as well. Definitely a hard pass on this restaurant.
",2016-08-17,1.0
132,John W.,"Most places do state that the Groupon can not be applied to Happy Hours. That is until you've spent the value of the certificate on main courses. Then you can by the bar bite, appetizers, and sometimes drinks at the happy hour price. When we asked for the check, the waitress announced that we were not entitled to the happy hour prices, even though we spent well over the certificate value. On top of that, there was a sign on the wall saying if you check-in on FaceBook or Yelp, you can get a free coke, miso soup, or edamame; so we did. Because we had a groupon, we were not entitled to that either. The place is dirty and there's just stuff out on some of the tables like there stocking up and not ready to open. The beef in the Ramen was tough and the sushi was unremarkable and fell apart easily. There was a sign just inside that stated free Wi-Fi, waitress stated there really wasn't I felt scammed all around.
",2017-10-16,1.0
133,Paul S.,"Visited with my girlfriend. She is vegan, I am not, and they had rolls that both of us enjoyed a lot.
",2018-01-01,5.0
134,Jessica C.,"Ramen was OK, nothing great. Best part was the egg

Bento box was TINY. Thinnest piece of salmon teriyaki ever with the smallest rolls. Thanks for the $12 rice and salad

Service was terrible

DONT COME HERE!!
",2016-08-17,1.0
135,jennifer t.,"ordered from grub hub - hand rolls were made with rice it was mediocre and SUPER expensive 

find another spot - NEVER AGAIN
",2016-07-28,1.0
136,Alex Z.,"I love the sashimi here. The fish is very fresh!very nice!  I eat the sushi around the Bay Area !most of the fish is not very fresh !
",2016-11-04,5.0
137,Nathan C.,"Very over priced for simple rolls. The rolls were pretty much entirely all rice and very little actual fish in them. No soy sauce with delivery either.
",2016-06-11,2.0
138,Jackie D.,"I came here on an early afternoon during the week, and the place was empty, but I assumed that was because they had just opened and it was a random Tuesday. The place was set up in a way that I can picture it being cute and intimate in the evening if it were busier, but this was not the case the time I went. 

I was casually greeted as I came in, solo, to grab a quick bite between meetings in the city, and seated at a booth in the back. The menu seemed to have a good number of things on it, and I settled on one of the sushi/sashimi combos (Combo F). I also redeemed a free miso soup by checking in on Yelp. 

Now the most important point of reviews is on the food and unfortunately, it was just OK for me.... the miso soup came out and it was rather bland and watered down, I feel that either there was not enough miso mixed in it, or it was just not seasoned well cause it didn't have the salty savory flavor that I was craving in a miso soup. The combo came out and the roll itself was good with an appropriate ratio of rice to other ingredients. I also thought the fish tasted fresh and was of good quality. However, the sashimi pieces that came with the combo were very thin and small slices. Not like the ones I see in the photos posted by other yelpers. Perhaps there was a new chef training or something, but I left feeling like I missed out on something. *In hindsight, I should have taken photos of what I got, but like the piglet I am, I just scarfed it down the moment it was placed in front of me.

Bottom line: The entire meal was exactly a 3-star ""just ok"" experience. I'd be interested in coming back again at a more busy time, to see if it is better that that, and if my first trip was a ""just opening up and getting started"" fluke, but with so many other food options in the area, I guess we'll see if that happens.
",2016-06-10,3.0
139,Carina N.,"I ordered their beef teriyaki lunch today via Uber Eat and was so disappointed about the quality of food.  First it took forever for them to prepare the food, that caused a delay in the deliver; then when the food arrived: Sushi was soggy (california roll tasted like paste); the wasabi was bright green in color; Beef teriyaki was super salty and overcooked.  The only decent thing was the miso soup and salad.  They are charging $10 for that. WHAT!
",2016-03-18,1.0
140,Shannon J.,"Just ordered delivery! About45 minutes.  Shrimp tempura roll, spicy tuna roll, salmon avocado roll.  All very fresh.  Super reasonably priced. No delivery charge.  Will definitely order again.
",2017-08-09,5.0
141,Sheena C.,"Today must not be my day for ordering food. This is my second lunch order as the first was a bust from some place else. I ordered the shrimp tempura hand roll (shrimp NOT cooked!), you can see that it's clear and slimy which is not how cooked shrimp should look like! Second I ordered the veggie tempura roll which should have had sweet yam and potato. The veggies in here are orange. I'm assuming it's carrot because it's definitely not soft. It tastes like carrot. Where's the sweet yam and the potato?! Should have known better than to order from a restaurant on Broadway. I may have to stop ordering food from now on. Not cooked shrimp?!? That's outrageous!!
",2016-03-21,1.0
142,Ed L.,"Good for delivery at the office. Not the best of sushi and sashimi but good enough for government (and a hungry stomach). Love the freebie rolls if you order more than $50!
",2016-06-07,4.0
143,Christian R.,"Love this place. Love the vibe n food is awesome!!! Staff is always friendly and accommodating. Happy hour menu is great and they have a huge menu selection. Ramen? Sushi? Bento boxes?! All of the above. If you wanna get a sushi fix in the city... This is the place to go. Great location too. And the prices aren't bad at all!!!!
",2016-03-04,5.0
144,Brian P.,"Mediocre at best. Ramen was flavorless, egg rolls were soggy and gyoza tasted old. The sushi was mushy and bland. Not a good experience.
",2016-07-18,2.0
145,Stephanie J.,"DJ's was doable for nearly 10pm on a weeknight. Sushi tasted very generic, but miso was nice. My friends had the salad with sashimi and enjoyed. Good stop if you're craving sushi late night but if I had the opportunity to go elsewhere I would.
",2016-06-09,3.0
146,S G.,"Ordered sushi from here last night and it was terrible.  Barely any fish in the sushi and the Edamame was served cold and it was not cheap.  I was very disappointed.  Ordered spicy tuna roll... cant see barely any tuna just all rice.
",2017-08-04,1.0
147,jess c.,"Decent sushi ordered online and delivered everything was packed nicely. Only complaint is that I ordered a bento box which I thought was a normal dinner portion for $11.99 BUT it was a bit portion salmon was sliced thin but dinner portion I had to go get something else to eat!
",2016-07-13,4.0
148,Steven H.,"Ordered via EAT24 delivery through Yelp. Ramen broth arrived luke warm and it was flavorless. Sushi combo was not well made (pieces fell apart) and the rock n roll tasted funny, as if the eel was not fresh. This is mediocre food at best. Look elsewhere.
",2017-07-25,2.0
149,Anthony L.,"It's a nice neighborhood place, that excellent for takeout as long as you come down and pick it up yourself. I enjoy the ramen at home on the recent rainy nights. But I enjoy eating sushi here at Dj sushi/Mura. Jenny is excellent always attentive and excellent at making suggestions to fit the occasion or my appetite
",2016-03-20,4.0
150,Maye G.,"one of the best sushi l've tried.. Tan tan ramen is delicious, we also ordered hot summer roll and dragon roll, everything was super tasty
",2017-04-27,5.0
151,Angel L.,"Love this place since new owners have taken over. The sushi is pretty good. Don't let the outside look fool you. It seems sketch at first but soon as you enter it just looks top notch. I recommend the 49er roll for a refreshing flavor. And they are so quick to make your order wether you are dinning in or placing a to go order.
",2016-05-13,5.0
152,Deah D.,"Seriously? When you wait over an hour for delivery after requesting extra soy sauce and the food finally shows up with NO SAUCE? messaged Eat24 furious about it. The restaurant called me and started giving me the run around. Terrible customer service ordered once before and was ok with it.. but after today NEVER AGAIN. BTW its been 2 hours and 11 minutes.. and they just brought the sauce.
",2017-02-24,1.0
153,t k.,"Very good, especially the Gyoza. Groupon for two used with no issues at all. Fast service (Tues dinner)
",2016-09-07,5.0
154,Alex B.,"Simply the worst delivery sushi I've ever eaten. I can't comment on service. Really, just horrible sushi.
",2016-09-27,1.0
155,Lucks N.,"Pretty good ramen but the sushi was kind of off and not very fresh.  Delivery was fast.
",2016-08-03,3.0
156,Gabriela M.,"I've been here a couple of times, and the staff is very friendly. The food is good too, never had anything that didn't make my stomach happy. Great price and very fresh fish and sea food. I'm glad they're in the hood, since there's not that many Japanese culinary options in the area.
",2016-05-18,5.0
157,M. K.,"Haven't been here for a while.  Most of the servers were different.  I think they are under new management!!??  The menu is different.  My hubby ordered udon and CA roll, my sister-in-law ordered a sushi plate, and I had chicken teriyaki.  The CA roll came out, then the udon, then the sushi plate.  Hubby and sister-in-law were almost half done and I still haven't received my dinner.  It was obvious I was just sitting there and a server asked me what did I order.  She went to the back and a couple of minutes later came out with my food!  Who knows what happened but they need to time it so that all of the entrees come out the same time!  The food is good...  nothing special but it's satisfying.
",2016-07-24,3.0
158,Frank P.,"This place was awful. Ramen was tasteless; sushi was warm (yeah disgusting I know); delivery was 30min late despite already revising the delivery time 30min later (so pretty much 60min late...). I would not order from here ever again - straight up gross!
",2016-05-02,1.0
159,Emily S.,"I ordered through eat24 and my order was suppose to be delivered to me by 8:30... My order did not come until 9:10 and I ordered my dinner at 7:45... I even called the restaurant at 8:45 and the lady said oh we just sent the delivery guy out he should be there in 10 min which became 20min later... My order consisted of 2 bowls of ramen, one for me and one for a friend, 2 order of sushi rolls and seaweed salad. Seaweed salad was ok, but the rolls... $4 for one roll each and it was those hand rolls I one seaweed... Not a long one cut into pieces... They weren't that big either... What a rip off... Next up, the ramen... Ok ramen is better fresh and not delivered ok, but the soup didn't even have flavor and I asked for spicy on both and it wasn't even spicy. The noddles tasted like instant noodles and the texture felt like that too. It was all clumped up together even when I poured my soup in it... Bad delivery and estimated time and no flavor in the soup and what a rip off on the sushi
",2016-03-11,2.0
